gvkey,iid,datadate,tic,conm,navm,prccm,prchm,prclm,cmth,cyear,exchg
002884,01,1996-04-30,LUMN,LUMEN TECHNOLOGIES INC,,32.7500,33.3750,31.2500,,,11
002884,01,1996-05-31,LUMN,LUMEN TECHNOLOGIES INC,,32.5000,33.5000,30.3750,,,11
002884,01,1996-06-30,LUMN,LUMEN TECHNOLOGIES INC,,31.8750,34.2500,31.3750,,,11
002884,01,1996-07-31,LUMN,LUMEN TECHNOLOGIES INC,,31.8750,33.6250,30.5000,,,11
002884,01,1996-08-31,LUMN,LUMEN TECHNOLOGIES INC,,33.8750,34.5000,31.8750,,,11
002884,01,1996-09-30,LUMN,LUMEN TECHNOLOGIES INC,,34.3750,34.5000,32.3750,,,11
002884,01,1996-10-31,LUMN,LUMEN TECHNOLOGIES INC,,32.1250,34.5000,31.2500,,,11
002884,01,1996-11-30,LUMN,LUMEN TECHNOLOGIES INC,,31.8750,32.7500,31.1250,,,11
002884,01,1996-12-31,LUMN,LUMEN TECHNOLOGIES INC,,30.8750,32.7500,28.5000,,,11
002884,01,1997-01-31,LUMN,LUMEN TECHNOLOGIES INC,,31.3750,33.5000,30.0000,,,11
002884,01,1997-02-28,LUMN,LUMEN TECHNOLOGIES INC,,30.6250,32.1250,28.7500,,,11
002884,01,1997-03-31,LUMN,LUMEN TECHNOLOGIES INC,,29.5000,32.6250,29.5000,,,11
002884,01,1997-04-30,LUMN,LUMEN TECHNOLOGIES INC,,29.8750,31.2500,28.7500,,,11
002884,01,1997-05-31,LUMN,LUMEN TECHNOLOGIES INC,,30.2500,30.6250,28.5000,,,11
002884,01,1997-06-30,LUMN,LUMEN TECHNOLOGIES INC,,33.6870,33.8750,29.8750,,,11
002884,01,1997-07-31,LUMN,LUMEN TECHNOLOGIES INC,,36.7500,36.8750,33.0620,,,11
002884,01,1997-08-31,LUMN,LUMEN TECHNOLOGIES INC,,36.3120,37.8750,36.3120,,,11
002884,01,1997-09-30,LUMN,LUMEN TECHNOLOGIES INC,,44.0000,44.0000,36.4370,,,11
002884,01,1997-10-31,LUMN,LUMEN TECHNOLOGIES INC,,42.4370,46.2500,37.5000,,,11
002884,01,1997-11-30,LUMN,LUMEN TECHNOLOGIES INC,,46.0620,46.4370,41.0620,,,11
002884,01,1997-12-31,LUMN,LUMEN TECHNOLOGIES INC,,49.8120,50.4370,45.6250,,,11
002884,01,1998-01-31,LUMN,LUMEN TECHNOLOGIES INC,,52.7500,53.4370,48.5000,,,11
002884,01,1998-02-28,LUMN,LUMEN TECHNOLOGIES INC,,61.0000,61.6250,52.9370,,,11
002884,01,1998-03-31,LUMN,LUMEN TECHNOLOGIES INC,,61.1250,61.5000,57.2500,,,11
002884,01,1998-04-30,LUMN,LUMEN TECHNOLOGIES INC,,42.5625,45.6250,40.6250,4,1998,11
002884,01,1998-05-31,LUMN,LUMEN TECHNOLOGIES INC,,44.3125,47.9375,42.6250,5,1998,11
002884,01,1998-06-30,LUMN,LUMEN TECHNOLOGIES INC,,45.8750,49.9375,44.5000,6,1998,11
002884,01,1998-07-31,LUMN,LUMEN TECHNOLOGIES INC,,49.7500,52.6875,46.3125,7,1998,11
002884,01,1998-08-31,LUMN,LUMEN TECHNOLOGIES INC,,45.3750,50.7500,44.9375,8,1998,11
002884,01,1998-09-30,LUMN,LUMEN TECHNOLOGIES INC,,47.2500,50.8125,42.6250,9,1998,11
002884,01,1998-10-31,LUMN,LUMEN TECHNOLOGIES INC,,56.8125,57.5000,45.0625,10,1998,11
002884,01,1998-11-30,LUMN,LUMEN TECHNOLOGIES INC,,57.0000,58.9375,55.6250,11,1998,11
002884,01,1998-12-31,LUMN,LUMEN TECHNOLOGIES INC,,67.5000,67.7500,55.6875,12,1998,11
002884,01,1999-01-31,LUMN,LUMEN TECHNOLOGIES INC,,68.0000,69.0000,63.3125,1,1999,11
002884,01,1999-02-28,LUMN,LUMEN TECHNOLOGIES INC,,61.7500,70.2500,60.1250,2,1999,11
002884,01,1999-03-31,LUMN,LUMEN TECHNOLOGIES INC,,70.2500,73.5000,61.8125,3,1999,11
002884,01,1999-04-30,LUMN,LUMEN TECHNOLOGIES INC,,40.2500,47.6250,39.5625,4,1999,11
002884,01,1999-05-31,LUMN,LUMEN TECHNOLOGIES INC,,38.3125,41.9375,35.1875,5,1999,11
002884,01,1999-06-30,LUMN,LUMEN TECHNOLOGIES INC,,39.7500,41.0000,37.5000,6,1999,11
002884,01,1999-07-31,LUMN,LUMEN TECHNOLOGIES INC,,42.7500,43.8750,38.5625,7,1999,11
002884,01,1999-08-31,LUMN,LUMEN TECHNOLOGIES INC,,39.3125,42.8750,38.8750,8,1999,11
002884,01,1999-09-30,LUMN,LUMEN TECHNOLOGIES INC,,40.6250,40.8750,38.2500,9,1999,11
002884,01,1999-10-31,LUMN,LUMEN TECHNOLOGIES INC,,40.4375,41.8750,37.5625,10,1999,11
002884,01,1999-11-30,LUMN,LUMEN TECHNOLOGIES INC,,46.0000,48.7500,39.5000,11,1999,11
002884,01,1999-12-31,LUMN,LUMEN TECHNOLOGIES INC,,47.3750,48.6875,44.6250,12,1999,11
002884,01,2000-01-31,LUMN,LUMEN TECHNOLOGIES INC,,38.6250,47.3125,36.0625,1,2000,11
002884,01,2000-02-29,LUMN,LUMEN TECHNOLOGIES INC,,33.6250,40.3125,32.8125,2,2000,11
002884,01,2000-03-31,LUMN,LUMEN TECHNOLOGIES INC,,37.1250,37.8750,32.3125,3,2000,11
002884,01,2000-04-30,LUMN,LUMEN TECHNOLOGIES INC,,24.5000,40.3750,24.5000,4,2000,11
002884,01,2000-05-31,LUMN,LUMEN TECHNOLOGIES INC,,27.0000,29.1875,24.4375,5,2000,11
002884,01,2000-06-30,LUMN,LUMEN TECHNOLOGIES INC,,28.7500,32.5000,26.5000,6,2000,11
002884,01,2000-07-31,LUMN,LUMEN TECHNOLOGIES INC,,29.3125,30.6875,27.9375,7,2000,11
002884,01,2000-08-31,LUMN,LUMEN TECHNOLOGIES INC,,28.8125,32.3750,27.8750,8,2000,11
002884,01,2000-09-30,LUMN,LUMEN TECHNOLOGIES INC,,27.2500,29.8750,25.2500,9,2000,11
002884,01,2000-10-31,LUMN,LUMEN TECHNOLOGIES INC,,38.5000,38.5000,26.8125,10,2000,11
002884,01,2000-11-30,LUMN,LUMEN TECHNOLOGIES INC,,35.1875,38.0000,34.2500,11,2000,11
002884,01,2000-12-31,LUMN,LUMEN TECHNOLOGIES INC,,35.7500,37.3750,33.0000,12,2000,11
002884,01,2001-01-31,LUMN,LUMEN TECHNOLOGIES INC,,31.3800,39.8750,28.0000,1,2001,11
002884,01,2001-02-28,LUMN,LUMEN TECHNOLOGIES INC,,28.8200,31.9500,28.4000,2,2001,11
002884,01,2001-03-31,LUMN,LUMEN TECHNOLOGIES INC,,28.7500,29.9000,25.4500,3,2001,11
002884,01,2001-04-30,LUMN,LUMEN TECHNOLOGIES INC,,27.1800,29.7500,26.9000,4,2001,11
002884,01,2001-05-31,LUMN,LUMEN TECHNOLOGIES INC,,28.4400,28.7000,27.1900,5,2001,11
002884,01,2001-06-30,LUMN,LUMEN TECHNOLOGIES INC,,30.3000,30.4200,27.7100,6,2001,11
002884,01,2001-07-31,LUMN,LUMEN TECHNOLOGIES INC,,30.9600,32.4900,30.1000,7,2001,11
002884,01,2001-08-31,LUMN,LUMEN TECHNOLOGIES INC,,35.0500,36.5000,29.3200,8,2001,11
002884,01,2001-09-30,LUMN,LUMEN TECHNOLOGIES INC,,33.5000,35.4500,28.3000,9,2001,11
002884,01,2001-10-31,LUMN,LUMEN TECHNOLOGIES INC,,31.6000,35.0000,30.2500,10,2001,11
002884,01,2001-11-30,LUMN,LUMEN TECHNOLOGIES INC,,33.8000,35.2500,31.0000,11,2001,11
002884,01,2001-12-31,LUMN,LUMEN TECHNOLOGIES INC,,32.8000,35.7900,32.4100,12,2001,11
002884,01,2002-01-31,LUMN,LUMEN TECHNOLOGIES INC,,30.7800,33.0500,28.8000,1,2002,11
002884,01,2002-02-28,LUMN,LUMEN TECHNOLOGIES INC,,33.2000,33.2500,30.0100,2,2002,11
002884,01,2002-03-31,LUMN,LUMEN TECHNOLOGIES INC,,34.0000,35.5000,32.6800,3,2002,11
002884,01,2002-04-30,LUMN,LUMEN TECHNOLOGIES INC,,27.7000,34.4500,27.0000,4,2002,11
002884,01,2002-05-31,LUMN,LUMEN TECHNOLOGIES INC,,31.0000,31.4800,27.4000,5,2002,11
002884,01,2002-06-30,LUMN,LUMEN TECHNOLOGIES INC,,29.5000,31.4000,28.2200,6,2002,11
002884,01,2002-07-31,LUMN,LUMEN TECHNOLOGIES INC,,26.6000,30.1500,21.1300,7,2002,11
002884,01,2002-08-31,LUMN,LUMEN TECHNOLOGIES INC,,27.0500,30.6000,24.5200,8,2002,11
002884,01,2002-09-30,LUMN,LUMEN TECHNOLOGIES INC,,22.4300,27.3500,22.1300,9,2002,11
002884,01,2002-10-31,LUMN,LUMEN TECHNOLOGIES INC,,28.3300,29.4400,22.3500,10,2002,11
002884,01,2002-11-30,LUMN,LUMEN TECHNOLOGIES INC,,30.8800,31.6500,27.3000,11,2002,11
002884,01,2002-12-31,LUMN,LUMEN TECHNOLOGIES INC,,29.3800,31.5900,28.6000,12,2002,11
002884,01,2003-01-31,LUMN,LUMEN TECHNOLOGIES INC,,30.3300,31.7900,27.9900,1,2003,11
002884,01,2003-02-28,LUMN,LUMEN TECHNOLOGIES INC,,27.4000,30.4300,25.8900,2,2003,11
002884,01,2003-03-31,LUMN,LUMEN TECHNOLOGIES INC,,27.6000,29.2200,25.2500,3,2003,11
002884,01,2003-04-30,LUMN,LUMEN TECHNOLOGIES INC,,29.4500,29.7000,27.3300,4,2003,11
002884,01,2003-05-31,LUMN,LUMEN TECHNOLOGIES INC,,33.6700,34.5500,29.4800,5,2003,11
002884,01,2003-06-30,LUMN,LUMEN TECHNOLOGIES INC,,34.8500,35.9000,32.8600,6,2003,11
002884,01,2003-07-31,LUMN,LUMEN TECHNOLOGIES INC,,34.2900,35.3500,32.4500,7,2003,11
002884,01,2003-08-31,LUMN,LUMEN TECHNOLOGIES INC,,34.7600,34.9400,33.3600,8,2003,11
002884,01,2003-09-30,LUMN,LUMEN TECHNOLOGIES INC,,33.8900,35.8500,33.3700,9,2003,11
002884,01,2003-10-31,LUMN,LUMEN TECHNOLOGIES INC,,35.7500,36.7600,33.8500,10,2003,11
002884,01,2003-11-30,LUMN,LUMEN TECHNOLOGIES INC,,32.7000,35.8500,31.3000,11,2003,11
002884,01,2003-12-31,LUMN,LUMEN TECHNOLOGIES INC,,32.6200,33.0800,30.0900,12,2003,11
002884,01,2004-01-31,LUMN,LUMEN TECHNOLOGIES INC,,26.4000,33.4000,26.2500,1,2004,11
002884,01,2004-02-29,LUMN,LUMEN TECHNOLOGIES INC,,28.5700,29.4200,26.2000,2,2004,11
002884,01,2004-03-31,LUMN,LUMEN TECHNOLOGIES INC,,27.4900,29.8200,26.9700,3,2004,11
002884,01,2004-04-30,LUMN,LUMEN TECHNOLOGIES INC,,28.8800,29.3500,26.2200,4,2004,11
002884,01,2004-05-31,LUMN,LUMEN TECHNOLOGIES INC,,29.8900,30.3200,28.5500,5,2004,11
002884,01,2004-06-30,LUMN,LUMEN TECHNOLOGIES INC,,30.0400,30.2000,28.3000,6,2004,11
002884,01,2004-07-31,LUMN,LUMEN TECHNOLOGIES INC,,30.9900,32.4600,29.7900,7,2004,11
002884,01,2004-08-31,LUMN,LUMEN TECHNOLOGIES INC,,32.1900,32.1900,29.8600,8,2004,11
002884,01,2004-09-30,LUMN,LUMEN TECHNOLOGIES INC,,34.2400,34.4700,32.0500,9,2004,11
002884,01,2004-10-31,LUMN,LUMEN TECHNOLOGIES INC,,32.0900,35.5400,31.0000,10,2004,11
002884,01,2004-11-30,LUMN,LUMEN TECHNOLOGIES INC,,32.9200,34.1000,31.8000,11,2004,11
002884,01,2004-12-31,LUMN,LUMEN TECHNOLOGIES INC,,35.4700,35.5100,32.9100,12,2004,11
002884,01,2005-01-31,LUMN,LUMEN TECHNOLOGIES INC,,32.6000,35.4700,32.3100,1,2005,11
002884,01,2005-02-28,LUMN,LUMEN TECHNOLOGIES INC,,33.6400,34.2500,32.6000,2,2005,11
002884,01,2005-03-31,LUMN,LUMEN TECHNOLOGIES INC,,32.8400,34.9500,32.6900,3,2005,11
002884,01,2005-04-30,LUMN,LUMEN TECHNOLOGIES INC,,30.6900,33.2500,30.1700,4,2005,11
002884,01,2005-05-31,LUMN,LUMEN TECHNOLOGIES INC,,32.7900,32.9900,29.5500,5,2005,11
002884,01,2005-06-30,LUMN,LUMEN TECHNOLOGIES INC,,34.6300,35.0000,32.3200,6,2005,11
002884,01,2005-07-31,LUMN,LUMEN TECHNOLOGIES INC,,34.3700,34.8600,33.3200,7,2005,11
002884,01,2005-08-31,LUMN,LUMEN TECHNOLOGIES INC,,35.9000,36.5000,34.3700,8,2005,11
002884,01,2005-09-30,LUMN,LUMEN TECHNOLOGIES INC,,34.9800,36.3900,33.2000,9,2005,11
002884,01,2005-10-31,LUMN,LUMEN TECHNOLOGIES INC,,32.7300,35.2800,31.1400,10,2005,11
002884,01,2005-11-30,LUMN,LUMEN TECHNOLOGIES INC,,33.1000,33.4700,31.7600,11,2005,11
002884,01,2005-12-31,LUMN,LUMEN TECHNOLOGIES INC,,33.1600,34.3000,32.3300,12,2005,11
002884,01,2006-01-31,LUMN,LUMEN TECHNOLOGIES INC,,33.3000,34.3700,32.5400,1,2006,11
002884,01,2006-02-28,LUMN,LUMEN TECHNOLOGIES INC,,35.9800,37.5100,32.7500,2,2006,11
002884,01,2006-03-31,LUMN,LUMEN TECHNOLOGIES INC,,39.1200,39.9000,35.9400,3,2006,11
002884,01,2006-04-30,LUMN,LUMEN TECHNOLOGIES INC,,37.7000,40.0000,37.1800,4,2006,11
002884,01,2006-05-31,LUMN,LUMEN TECHNOLOGIES INC,,35.7500,38.0800,34.7900,5,2006,11
002884,01,2006-06-30,LUMN,LUMEN TECHNOLOGIES INC,,37.1500,37.3000,35.4500,6,2006,11
002884,01,2006-07-31,LUMN,LUMEN TECHNOLOGIES INC,,38.5700,38.8500,35.3800,7,2006,11
002884,01,2006-08-31,LUMN,LUMEN TECHNOLOGIES INC,,39.8200,40.0400,36.5200,8,2006,11
002884,01,2006-09-30,LUMN,LUMEN TECHNOLOGIES INC,,39.6700,40.1400,38.8000,9,2006,11
002884,01,2006-10-31,LUMN,LUMEN TECHNOLOGIES INC,,40.2400,41.5100,39.3400,10,2006,11
002884,01,2006-11-30,LUMN,LUMEN TECHNOLOGIES INC,,42.5500,42.7000,40.3500,11,2006,11
002884,01,2006-12-31,LUMN,LUMEN TECHNOLOGIES INC,,43.6600,44.1100,41.9900,12,2006,11
002884,01,2007-01-31,LUMN,LUMEN TECHNOLOGIES INC,,44.8400,44.9900,42.6600,1,2007,11
002884,01,2007-02-28,LUMN,LUMEN TECHNOLOGIES INC,,44.7500,46.8000,44.3000,2,2007,11
002884,01,2007-03-31,LUMN,LUMEN TECHNOLOGIES INC,,45.1900,45.5700,42.7900,3,2007,11
002884,01,2007-04-30,LUMN,LUMEN TECHNOLOGIES INC,,46.0500,46.7300,45.1400,4,2007,11
002884,01,2007-05-31,LUMN,LUMEN TECHNOLOGIES INC,,49.4200,49.7400,45.1600,5,2007,11
002884,01,2007-06-30,LUMN,LUMEN TECHNOLOGIES INC,,49.0500,49.9400,47.8000,6,2007,11
002884,01,2007-07-31,LUMN,LUMEN TECHNOLOGIES INC,,45.8700,49.9100,45.4100,7,2007,11
002884,01,2007-08-31,LUMN,LUMEN TECHNOLOGIES INC,,47.9800,48.5600,41.1000,8,2007,11
002884,01,2007-09-30,LUMN,LUMEN TECHNOLOGIES INC,,46.2200,48.5000,44.4300,9,2007,11
002884,01,2007-10-31,LUMN,LUMEN TECHNOLOGIES INC,,44.0500,46.9000,43.7400,10,2007,11
002884,01,2007-11-30,LUMN,LUMEN TECHNOLOGIES INC,,42.6300,45.7100,40.6500,11,2007,11
002884,01,2007-12-31,LUMN,LUMEN TECHNOLOGIES INC,,41.4600,43.0200,39.9100,12,2007,11
002884,01,2008-01-31,LUMN,LUMEN TECHNOLOGIES INC,,36.8200,42.0000,32.0000,1,2008,11
002884,01,2008-02-29,LUMN,LUMEN TECHNOLOGIES INC,,36.1900,40.1000,34.9700,2,2008,11
002884,01,2008-03-31,LUMN,LUMEN TECHNOLOGIES INC,,33.2400,36.1400,32.5100,3,2008,11
002884,01,2008-04-30,LUMN,LUMEN TECHNOLOGIES INC,,32.4500,34.0000,30.5500,4,2008,11
002884,01,2008-05-31,LUMN,LUMEN TECHNOLOGIES INC,,35.4100,36.5500,32.8100,5,2008,11
002884,01,2008-06-30,LUMN,LUMEN TECHNOLOGIES INC,,35.5900,37.2500,30.8600,6,2008,11
002884,01,2008-07-31,LUMN,LUMEN TECHNOLOGIES INC,,37.1900,38.2100,34.1300,7,2008,11
002884,01,2008-08-31,LUMN,LUMEN TECHNOLOGIES INC,,38.6300,38.9900,35.7500,8,2008,11
002884,01,2008-09-30,LUMN,LUMEN TECHNOLOGIES INC,,36.6500,40.3500,35.9800,9,2008,11
002884,01,2008-10-31,LUMN,LUMEN TECHNOLOGIES INC,,25.1100,40.0000,22.9800,10,2008,11
002884,01,2008-11-30,LUMN,LUMEN TECHNOLOGIES INC,,26.5600,28.2400,20.4500,11,2008,11
002884,01,2008-12-31,LUMN,LUMEN TECHNOLOGIES INC,,27.3300,27.4700,23.2700,12,2008,11
002884,01,2009-01-31,LUMN,LUMEN TECHNOLOGIES INC,,27.1400,29.2200,25.8300,1,2009,11
002884,01,2009-02-28,LUMN,LUMEN TECHNOLOGIES INC,,26.3300,28.1400,24.5900,2,2009,11
002884,01,2009-03-31,LUMN,LUMEN TECHNOLOGIES INC,,28.1200,28.6100,23.4100,3,2009,11
002884,01,2009-04-30,LUMN,LUMEN TECHNOLOGIES INC,,27.1500,28.9900,25.2600,4,2009,11
002884,01,2009-05-31,LUMN,LUMEN TECHNOLOGIES INC,,30.8500,31.4200,26.9500,5,2009,11
002884,01,2009-06-30,LUMN,LUMEN TECHNOLOGIES INC,,30.7000,33.6200,30.6300,6,2009,11
002884,01,2009-07-31,LUMN,LUMEN TECHNOLOGIES INC,,31.3900,32.1200,28.9000,7,2009,11
002884,01,2009-08-31,LUMN,LUMEN TECHNOLOGIES INC,,32.2300,32.7200,30.4700,8,2009,11
002884,01,2009-09-30,LUMN,LUMEN TECHNOLOGIES INC,,33.6000,34.0000,30.6600,9,2009,11
002884,01,2009-10-31,LUMN,LUMEN TECHNOLOGIES INC,,32.4600,34.3700,32.2500,10,2009,11
002884,01,2009-11-30,LUMN,LUMEN TECHNOLOGIES INC,,35.5900,36.5900,32.2700,11,2009,11
002884,01,2009-12-31,LUMN,LUMEN TECHNOLOGIES INC,,36.2100,37.1550,34.9000,12,2009,11
002884,01,2010-01-31,LUMN,LUMEN TECHNOLOGIES INC,,34.0100,37.0000,33.8400,1,2010,11
002884,01,2010-02-28,LUMN,LUMEN TECHNOLOGIES INC,,34.2700,35.8300,33.1700,2,2010,11
002884,01,2010-03-31,LUMN,LUMEN TECHNOLOGIES INC,,35.4600,35.8400,32.9800,3,2010,11
002884,01,2010-04-30,LUMN,LUMEN TECHNOLOGIES INC,,34.1100,36.7300,33.5000,4,2010,11
002884,01,2010-05-31,LUMN,LUMEN TECHNOLOGIES INC,,34.3300,34.7500,14.1600,5,2010,11
002884,01,2010-06-30,LUMN,LUMEN TECHNOLOGIES INC,,33.3100,35.2400,33.2500,6,2010,11
002884,01,2010-07-31,LUMN,LUMEN TECHNOLOGIES INC,,35.6200,35.9500,32.9200,7,2010,11
002884,01,2010-08-31,LUMN,LUMEN TECHNOLOGIES INC,,36.1600,36.5500,35.5413,8,2010,11
002884,01,2010-09-30,LUMN,LUMEN TECHNOLOGIES INC,,39.4600,40.0000,35.9300,9,2010,11
002884,01,2010-10-31,LUMN,LUMEN TECHNOLOGIES INC,,41.3800,41.5400,39.1800,10,2010,11
002884,01,2010-11-30,LUMN,LUMEN TECHNOLOGIES INC,,42.9900,43.2800,41.2500,11,2010,11
002884,01,2010-12-31,LUMN,LUMEN TECHNOLOGIES INC,,46.1700,46.8700,42.9300,12,2010,11
002884,01,2011-01-31,LUMN,LUMEN TECHNOLOGIES INC,,43.2400,46.7800,41.6500,1,2011,11
002884,01,2011-02-28,LUMN,LUMEN TECHNOLOGIES INC,,41.1800,45.3400,39.4500,2,2011,11
002884,01,2011-03-31,LUMN,LUMEN TECHNOLOGIES INC,,41.5500,42.1900,39.4506,3,2011,11
002884,01,2011-04-30,LUMN,LUMEN TECHNOLOGIES INC,,40.7800,41.8200,38.6600,4,2011,11
002884,01,2011-05-31,LUMN,LUMEN TECHNOLOGIES INC,,43.1900,43.4900,39.2800,5,2011,11
002884,01,2011-06-30,LUMN,LUMEN TECHNOLOGIES INC,,40.4300,43.3000,38.9700,6,2011,11
002884,01,2011-07-31,LUMN,LUMEN TECHNOLOGIES INC,,37.1100,41.3200,36.4200,7,2011,11
002884,01,2011-08-31,LUMN,LUMEN TECHNOLOGIES INC,,36.1500,37.7700,31.7500,8,2011,11
002884,01,2011-09-30,LUMN,LUMEN TECHNOLOGIES INC,,33.1200,35.4400,32.4900,9,2011,11
002884,01,2011-10-31,LUMN,LUMEN TECHNOLOGIES INC,,35.2600,36.0300,31.1600,10,2011,11
002884,01,2011-11-30,LUMN,LUMEN TECHNOLOGIES INC,,37.5200,38.0100,34.1100,11,2011,11
002884,01,2011-12-31,LUMN,LUMEN TECHNOLOGIES INC,,37.2000,37.5300,34.8100,12,2011,11
002884,01,2012-01-31,LUMN,LUMEN TECHNOLOGIES INC,,37.0300,38.0400,36.2500,1,2012,11
002884,01,2012-02-29,LUMN,LUMEN TECHNOLOGIES INC,,40.2500,40.5400,36.5700,2,2012,11
002884,01,2012-03-31,LUMN,LUMEN TECHNOLOGIES INC,,38.6500,40.4200,38.0400,3,2012,11
002884,01,2012-04-30,LUMN,LUMEN TECHNOLOGIES INC,,38.5600,39.0400,37.7600,4,2012,11
002884,01,2012-05-31,LUMN,LUMEN TECHNOLOGIES INC,,39.2200,39.8900,37.7900,5,2012,11
002884,01,2012-06-30,LUMN,LUMEN TECHNOLOGIES INC,,39.4900,39.6300,36.9100,6,2012,11
002884,01,2012-07-31,LUMN,LUMEN TECHNOLOGIES INC,,41.5400,41.8400,38.9600,7,2012,11
002884,01,2012-08-31,LUMN,LUMEN TECHNOLOGIES INC,,42.2600,43.4300,41.2400,8,2012,11
002884,01,2012-09-30,LUMN,LUMEN TECHNOLOGIES INC,,40.4000,43.0750,40.0200,9,2012,11
002884,01,2012-10-31,LUMN,LUMEN TECHNOLOGIES INC,,38.3800,40.4100,38.0200,10,2012,11
002884,01,2012-11-30,LUMN,LUMEN TECHNOLOGIES INC,,38.8400,40.4933,36.5200,11,2012,11
002884,01,2012-12-31,LUMN,LUMEN TECHNOLOGIES INC,,39.1200,40.1600,37.6100,12,2012,11
002884,01,2013-01-31,LUMN,LUMEN TECHNOLOGIES INC,,40.4500,40.8800,39.4200,1,2013,11
002884,01,2013-02-28,LUMN,LUMEN TECHNOLOGIES INC,,34.6700,42.0100,32.0500,2,2013,11
002884,01,2013-03-31,LUMN,LUMEN TECHNOLOGIES INC,,35.1300,35.8400,34.0000,3,2013,11
002884,01,2013-04-30,LUMN,LUMEN TECHNOLOGIES INC,,37.5700,37.9000,34.6600,4,2013,11
002884,01,2013-05-31,LUMN,LUMEN TECHNOLOGIES INC,,34.1500,38.4000,34.1300,5,2013,11
002884,01,2013-06-30,LUMN,LUMEN TECHNOLOGIES INC,,35.3500,36.5900,33.8300,6,2013,11
002884,01,2013-07-31,LUMN,LUMEN TECHNOLOGIES INC,,35.8500,36.4890,34.9000,7,2013,11
002884,01,2013-08-31,LUMN,LUMEN TECHNOLOGIES INC,,33.1200,36.4500,32.2600,8,2013,11
002884,01,2013-09-30,LUMN,LUMEN TECHNOLOGIES INC,,31.3800,33.3400,31.2100,9,2013,11
002884,01,2013-10-31,LUMN,LUMEN TECHNOLOGIES INC,,33.8600,34.1800,31.0100,10,2013,11
002884,01,2013-11-30,LUMN,LUMEN TECHNOLOGIES INC,,30.7000,34.0621,30.5400,11,2013,11
002884,01,2013-12-31,LUMN,LUMEN TECHNOLOGIES INC,,31.8500,32.1000,29.9300,12,2013,11
002884,01,2014-01-31,LUMN,LUMEN TECHNOLOGIES INC,,28.8600,31.8200,28.3100,1,2014,11
002884,01,2014-02-28,LUMN,LUMEN TECHNOLOGIES INC,,31.2600,31.4800,27.9300,2,2014,11
002884,01,2014-03-31,LUMN,LUMEN TECHNOLOGIES INC,,32.8400,32.9800,30.3400,3,2014,11
002884,01,2014-04-30,LUMN,LUMEN TECHNOLOGIES INC,,34.9100,34.9300,32.4500,4,2014,11
002884,01,2014-05-31,LUMN,LUMEN TECHNOLOGIES INC,,37.6700,38.2050,34.4250,5,2014,11
002884,01,2014-06-30,LUMN,LUMEN TECHNOLOGIES INC,,36.2000,38.1000,35.6900,6,2014,11
002884,01,2014-07-31,LUMN,LUMEN TECHNOLOGIES INC,,39.2400,45.6700,35.7000,7,2014,11
002884,01,2014-08-31,LUMN,LUMEN TECHNOLOGIES INC,,40.9900,41.6900,38.2500,8,2014,11
002884,01,2014-09-30,LUMN,LUMEN TECHNOLOGIES INC,,40.8900,41.4970,39.4500,9,2014,11
002884,01,2014-10-31,LUMN,LUMEN TECHNOLOGIES INC,,41.4800,41.9900,37.6400,10,2014,11
002884,01,2014-11-30,LUMN,LUMEN TECHNOLOGIES INC,,40.7700,41.9700,38.3330,11,2014,11
002884,01,2014-12-31,LUMN,LUMEN TECHNOLOGIES INC,,39.5800,41.5000,37.5600,12,2014,11
002884,01,2015-01-31,LUMN,LUMEN TECHNOLOGIES INC,,37.1700,40.0400,36.8100,1,2015,11
002884,01,2015-02-28,LUMN,LUMEN TECHNOLOGIES INC,,37.8600,40.5900,36.2100,2,2015,11
002884,01,2015-03-31,LUMN,LUMEN TECHNOLOGIES INC,,34.5500,38.3300,34.0400,3,2015,11
002884,01,2015-04-30,LUMN,LUMEN TECHNOLOGIES INC,,35.9600,37.0000,34.4250,4,2015,11
002884,01,2015-05-31,LUMN,LUMEN TECHNOLOGIES INC,,33.2400,36.3900,33.0100,5,2015,11
002884,01,2015-06-30,LUMN,LUMEN TECHNOLOGIES INC,,29.3800,33.3700,29.2800,6,2015,11
002884,01,2015-07-31,LUMN,LUMEN TECHNOLOGIES INC,,28.6000,31.1300,27.5000,7,2015,11
002884,01,2015-08-31,LUMN,LUMEN TECHNOLOGIES INC,,27.0400,29.0300,24.8100,8,2015,11
002884,01,2015-09-30,LUMN,LUMEN TECHNOLOGIES INC,,25.1200,27.5200,24.2850,9,2015,11
002884,01,2015-10-31,LUMN,LUMEN TECHNOLOGIES INC,,28.2100,28.3900,24.1100,10,2015,11
002884,01,2015-11-30,LUMN,LUMEN TECHNOLOGIES INC,,26.9300,29.3700,26.8900,11,2015,11
002884,01,2015-12-31,LUMN,LUMEN TECHNOLOGIES INC,,25.1600,27.2000,24.2100,12,2015,11
002884,01,2016-01-31,LUMN,LUMEN TECHNOLOGIES INC,,25.4200,25.4300,21.9400,1,2016,11
002884,01,2016-02-29,LUMN,LUMEN TECHNOLOGIES INC,,30.5900,30.8200,24.5000,2,2016,11
002884,01,2016-03-31,LUMN,LUMEN TECHNOLOGIES INC,,31.9600,32.4900,30.3300,3,2016,11
002884,01,2016-04-30,LUMN,LUMEN TECHNOLOGIES INC,,30.9500,32.9400,30.9500,4,2016,11
